LABEL,WORD,WORD+1,WORD-1,ABBR,CAP,NUM,LOC,PREF,SUFF,PREP,NERTAG,NEXTWORDS,PREVWORDS
B-SELLER,Arsenal,Holdings,of,0,1,0,0,0,0,0,ORG,"[['Holdings', 'I-SELLER', 'ORG'], ['Inc', 'I-SELLER', 'ORG']]","[['wholly-owned', 'O', 'OTHER'], ['subsidiary', 'O', 'OTHER']]"
I-SELLER,Holdings,Inc,Arsenal,0,1,0,0,0,1,0,ORG,"[['Inc', 'I-SELLER', 'ORG'], ['into', 'O', 'OTHER']]","[['subsidiary', 'O', 'OTHER'], ['of', 'O', 'OTHER']]"
I-SELLER,Inc,into,Holdings,0,1,0,0,0,0,0,ORG,"[['into', 'O', 'OTHER'], ['Viacom.', 'O', 'OTHER']]","[['of', 'O', 'OTHER'], ['Arsenal', 'B-SELLER', 'ORG']]"
O,into,Viacom.,Inc,0,0,0,0,0,0,1,OTHER,"[['Viacom.', 'O', 'OTHER'], ['It', 'O', 'OTHER']]","[['Arsenal', 'B-SELLER', 'ORG'], ['Holdings', 'I-SELLER', 'ORG']]"
O,Viacom.,It,into,0,1,0,0,0,0,0,OTHER,"[['It', 'O', 'OTHER'], ['said', 'O', 'OTHER']]","[['Holdings', 'I-SELLER', 'ORG'], ['Inc', 'I-SELLER', 'ORG']]"
O,It,said,Viacom.,0,1,0,0,0,0,0,OTHER,"[['said', 'O', 'OTHER'], ['the', 'O', 'OTHER']]","[['Inc', 'I-SELLER', 'ORG'], ['into', 'O', 'OTHER']]"
O,said,the,It,0,0,0,0,0,0,0,OTHER,"[['the', 'O', 'OTHER'], ['date', 'O', 'OTHER']]","[['into', 'O', 'OTHER'], ['Viacom.', 'O', 'OTHER']]"
O,the,date,said,0,0,0,0,0,0,0,OTHER,"[['date', 'O', 'OTHER'], ['of', 'O', 'OTHER']]","[['Viacom.', 'O', 'OTHER'], ['It', 'O', 'OTHER']]"
O,date,of,the,0,0,0,0,0,0,0,OTHER,"[['of', 'O', 'OTHER'], ['the', 'O', 'OTHER']]","[['It', 'O', 'OTHER'], ['said', 'O', 'OTHER']]"
O,of,the,date,0,0,0,0,0,0,1,OTHER,"[['the', 'O', 'OTHER'], ['special', 'O', 'OTHER']]","[['said', 'O', 'OTHER'], ['the', 'O', 'OTHER']]"
O,the,special,of,0,0,0,0,0,0,0,OTHER,"[['special', 'O', 'OTHER'], ['meeting', 'O', 'OTHER']]","[['the', 'O', 'OTHER'], ['date', 'O', 'OTHER']]"
O,special,meeting,the,0,0,0,0,0,0,0,OTHER,"[['meeting', 'O', 'OTHER'], ['has', 'O', 'OTHER']]","[['date', 'O', 'OTHER'], ['of', 'O', 'OTHER']]"
O,meeting,has,special,0,0,0,0,0,0,0,OTHER,"[['has', 'O', 'OTHER'], ['not', 'O', 'OTHER']]","[['of', 'O', 'OTHER'], ['the', 'O', 'OTHER']]"
O,has,not,meeting,0,0,0,0,0,0,0,OTHER,"[['not', 'O', 'OTHER'], ['yet', 'O', 'OTHER']]","[['the', 'O', 'OTHER'], ['special', 'O', 'OTHER']]"
O,not,yet,has,0,0,0,0,0,0,0,OTHER,"[['yet', 'O', 'OTHER'], ['been', 'O', 'OTHER']]","[['special', 'O', 'OTHER'], ['meeting', 'O', 'OTHER']]"
O,yet,been,not,0,0,0,0,0,0,0,OTHER,"[['been', 'O', 'OTHER'], ['determined.', 'O', 'OTHER']]","[['meeting', 'O', 'OTHER'], ['has', 'O', 'OTHER']]"
O,been,determined.,yet,0,0,0,0,0,0,0,OTHER,"[['determined.', 'O', 'OTHER'], [""Scott's"", 'B-PURCHASER', 'OTHER']]","[['has', 'O', 'OTHER'], ['not', 'O', 'OTHER']]"
O,determined.,Scott's,been,0,0,0,0,0,0,0,OTHER,"[[""Scott's"", 'B-PURCHASER', 'OTHER'], ['Hospitality', 'I-PURCHASER', 'OTHER']]","[['not', 'O', 'OTHER'], ['yet', 'O', 'OTHER']]"
O,Scott's,Hospitality,determined.,0,1,0,0,0,0,0,OTHER,"[['Hospitality', 'I-PURCHASER', 'OTHER'], ['Inc', 'I-PURCHASER', 'OTHER']]","[['yet', 'O', 'OTHER'], ['been', 'O', 'OTHER']]"
O,Hospitality,Inc,Scott's,0,1,0,0,0,1,0,OTHER,"[['Inc', 'I-PURCHASER', 'OTHER'], ['said', 'O', 'OTHER']]","[['been', 'O', 'OTHER'], ['determined.', 'O', 'OTHER']]"
O,Inc,said,Hospitality,0,1,0,0,0,0,0,OTHER,"[['said', 'O', 'OTHER'], ['it', 'O', 'OTHER']]","[['determined.', 'O', 'OTHER'], [""Scott's"", 'B-PURCHASER', 'OTHER']]"
O,said,it,Inc,0,0,0,0,0,0,0,OTHER,"[['it', 'O', 'OTHER'], ['acquired', 'B-STATUS', 'OTHER']]","[[""Scott's"", 'B-PURCHASER', 'OTHER'], ['Hospitality', 'I-PURCHASER', 'OTHER']]"
O,it,acquired,said,0,0,0,0,0,0,0,OTHER,"[['acquired', 'B-STATUS', 'OTHER'], ['all', 'O', 'OTHER']]","[['Hospitality', 'I-PURCHASER', 'OTHER'], ['Inc', 'I-PURCHASER', 'OTHER']]"
B-SELLER,Video,Display,Reuter,0,1,0,0,0,0,0,OTHER,"[['Display', 'I-SELLER', 'OTHER'], ['Corfp', 'I-SELLER', 'OTHER']]","[['company', 'O', 'OTHER'], ['said.', 'O', 'OTHER']]"
I-SELLER,Display,Corfp,Video,0,1,0,0,0,0,0,OTHER,"[['Corfp', 'I-SELLER', 'OTHER'], ['said', 'O', 'OTHER']]","[['said.', 'O', 'OTHER'], ['Reuter', 'O', 'OTHER']]"
I-SELLER,Corfp,said,Display,0,1,0,0,0,0,0,OTHER,"[['said', 'O', 'OTHER'], ['it', 'O', 'OTHER']]","[['Reuter', 'O', 'OTHER'], ['Video', 'B-SELLER', 'OTHER']]"
O,said,it,Corfp,0,0,0,0,0,0,0,OTHER,"[['it', 'O', 'OTHER'], ['has', 'O', 'OTHER']]","[['Video', 'B-SELLER', 'OTHER'], ['Display', 'I-SELLER', 'OTHER']]"
O,it,has,said,0,0,0,0,0,0,0,OTHER,"[['has', 'O', 'OTHER'], ['reached', 'O', 'OTHER']]","[['Display', 'I-SELLER', 'OTHER'], ['Corfp', 'I-SELLER', 'OTHER']]"
O,has,reached,it,0,0,0,0,0,0,0,OTHER,"[['reached', 'O', 'OTHER'], ['a', 'O', 'OTHER']]","[['Corfp', 'I-SELLER', 'OTHER'], ['said', 'O', 'OTHER']]"
O,reached,a,has,0,0,0,0,0,0,0,OTHER,"[['a', 'O', 'OTHER'], ['tentiative', 'B-STATUS', 'OTHER']]","[['said', 'O', 'OTHER'], ['it', 'O', 'OTHER']]"
O,a,tentiative,reached,0,0,0,0,0,0,0,OTHER,"[['tentiative', 'B-STATUS', 'OTHER'], ['agreement', 'I-STATUS', 'OTHER']]","[['it', 'O', 'OTHER'], ['has', 'O', 'OTHER']]"
O,tentiative,agreement,a,0,0,0,0,0,0,0,OTHER,"[['agreement', 'I-STATUS', 'OTHER'], ['to', 'O', 'OTHER']]","[['has', 'O', 'OTHER'], ['reached', 'O', 'OTHER']]"
O,agreement,to,tentiative,0,0,0,0,0,0,0,OTHER,"[['to', 'O', 'OTHER'], ['sell', 'O', 'OTHER']]","[['reached', 'O', 'OTHER'], ['a', 'O', 'OTHER']]"
O,to,sell,agreement,0,0,0,0,0,0,1,OTHER,"[['sell', 'O', 'OTHER'], ['its', 'O', 'OTHER']]","[['a', 'O', 'OTHER'], ['tentiative', 'B-STATUS', 'OTHER']]"
O,sell,its,to,0,0,0,0,0,0,0,OTHER,"[['its', 'O', 'OTHER'], ['existing', 'O', 'OTHER']]","[['tentiative', 'B-STATUS', 'OTHER'], ['agreement', 'I-STATUS', 'OTHER']]"
O,its,existing,sell,0,0,0,0,0,0,0,OTHER,"[['existing', 'O', 'OTHER'], ['cable', 'B-ACQUIRED', 'OTHER']]","[['agreement', 'I-STATUS', 'OTHER'], ['to', 'O', 'OTHER']]"
O,existing,cable,its,0,0,0,0,0,0,0,OTHER,"[['cable', 'B-ACQUIRED', 'OTHER'], ['television', 'I-ACQUIRED', 'OTHER']]","[['to', 'O', 'OTHER'], ['sell', 'O', 'OTHER']]"
O,cable,television,existing,0,0,0,0,0,0,0,OTHER,"[['television', 'I-ACQUIRED', 'OTHER'], ['business', 'I-ACQUIRED', 'OTHER']]","[['sell', 'O', 'OTHER'], ['its', 'O', 'OTHER']]"
O,television,business,cable,0,0,0,0,0,0,0,OTHER,"[['business', 'I-ACQUIRED', 'OTHER'], ['for', 'O', 'OTHER']]","[['its', 'O', 'OTHER'], ['existing', 'O', 'OTHER']]"
O,business,for,television,0,0,0,0,0,0,0,OTHER,"[['for', 'O', 'OTHER'], ['undisclosed', 'B-DLRAMT', 'OTHER']]","[['existing', 'O', 'OTHER'], ['cable', 'B-ACQUIRED', 'OTHER']]"
O,for,undisclosed,business,0,0,0,0,0,0,1,OTHER,"[['undisclosed', 'B-DLRAMT', 'OTHER'], ['terms', 'O', 'OTHER']]","[['cable', 'B-ACQUIRED', 'OTHER'], ['television', 'I-ACQUIRED', 'OTHER']]"
O,undisclosed,terms,for,0,0,0,0,0,0,0,OTHER,"[['terms', 'O', 'OTHER'], ['and', 'O', 'OTHER']]","[['television', 'I-ACQUIRED', 'OTHER'], ['business', 'I-ACQUIRED', 'OTHER']]"
O,terms,and,undisclosed,0,0,0,0,0,0,0,OTHER,"[['and', 'O', 'OTHER'], ['expects', 'O', 'OTHER']]","[['business', 'I-ACQUIRED', 'OTHER'], ['for', 'O', 'OTHER']]"
O,and,expects,terms,0,0,0,0,0,0,0,OTHER,"[['expects', 'O', 'OTHER'], ['to', 'O', 'OTHER']]","[['for', 'O', 'OTHER'], ['undisclosed', 'B-DLRAMT', 'OTHER']]"
O,expects,to,and,0,0,0,0,0,0,0,OTHER,"[['to', 'O', 'OTHER'], ['report', 'O', 'OTHER']]","[['undisclosed', 'B-DLRAMT', 'OTHER'], ['terms', 'O', 'OTHER']]"
O,to,report,expects,0,0,0,0,0,0,1,OTHER,"[['report', 'O', 'OTHER'], ['a', 'O', 'OTHER']]","[['terms', 'O', 'OTHER'], ['and', 'O', 'OTHER']]"
B-SELLER,Henkel,KGaA,group,0,1,0,0,0,0,0,PERSON,"[['KGaA', 'I-SELLER', 'PERSON'], ['said', 'O', 'OTHER']]","[['Applied', 'O', 'OTHER'], ['chemicals', 'O', 'OTHER']]"
I-SELLER,KGaA,said,Henkel,0,1,0,0,0,0,0,PERSON,"[['said', 'O', 'OTHER'], ['it', 'O', 'OTHER']]","[['chemicals', 'O', 'OTHER'], ['group', 'O', 'OTHER']]"
O,said,it,KGaA,0,0,0,0,0,0,0,OTHER,"[['it', 'O', 'OTHER'], ['is', 'O', 'OTHER']]","[['group', 'O', 'OTHER'], ['Henkel', 'B-SELLER', 'PERSON']]"
O,it,is,said,0,0,0,0,0,0,0,OTHER,"[['is', 'O', 'OTHER'], ['selling', 'B-STATUS', 'OTHER']]","[['Henkel', 'B-SELLER', 'PERSON'], ['KGaA', 'I-SELLER', 'PERSON']]"
O,is,selling,it,0,0,0,0,0,0,0,OTHER,"[['selling', 'B-STATUS', 'OTHER'], ['its', 'O', 'OTHER']]","[['KGaA', 'I-SELLER', 'PERSON'], ['said', 'O', 'OTHER']]"
O,selling,its,is,0,0,0,0,0,0,0,OTHER,"[['its', 'O', 'OTHER'], ['Hamburg', 'B-ACQLOC', 'GPE']]","[['said', 'O', 'OTHER'], ['it', 'O', 'OTHER']]"
O,its,Hamburg,selling,0,0,0,0,0,0,0,OTHER,"[['Hamburg', 'B-ACQLOC', 'GPE'], ['vegetable', 'B-ACQBUS', 'OTHER']]","[['it', 'O', 'OTHER'], ['is', 'O', 'OTHER']]"
O,Hamburg,vegetable,its,0,1,0,0,0,0,0,GPE,"[['vegetable', 'B-ACQBUS', 'OTHER'], ['oil', 'I-ACQBUS', 'OTHER']]","[['is', 'O', 'OTHER'], ['selling', 'B-STATUS', 'OTHER']]"
O,vegetable,oil,Hamburg,0,0,0,0,0,0,0,OTHER,"[['oil', 'I-ACQBUS', 'OTHER'], ['and', 'I-ACQBUS', 'OTHER']]","[['selling', 'B-STATUS', 'OTHER'], ['its', 'O', 'OTHER']]"
O,oil,and,vegetable,0,0,0,0,0,0,0,OTHER,"[['and', 'I-ACQBUS', 'OTHER'], ['fats', 'I-ACQBUS', 'OTHER']]","[['its', 'O', 'OTHER'], ['Hamburg', 'B-ACQLOC', 'GPE']]"
O,and,fats,oil,0,0,0,0,0,0,0,OTHER,"[['fats', 'I-ACQBUS', 'OTHER'], ['subsidiary', 'O', 'OTHER']]","[['Hamburg', 'B-ACQLOC', 'GPE'], ['vegetable', 'B-ACQBUS', 'OTHER']]"
O,fats,subsidiary,and,0,0,0,0,0,0,0,OTHER,"[['subsidiary', 'O', 'OTHER'], ['Noblee', 'B-ACQUIRED', 'OTHER']]","[['vegetable', 'B-ACQBUS', 'OTHER'], ['oil', 'I-ACQBUS', 'OTHER']]"
O,subsidiary,Noblee,fats,0,0,0,0,0,0,0,OTHER,"[['Noblee', 'B-ACQUIRED', 'OTHER'], ['und', 'I-ACQUIRED', 'OTHER']]","[['oil', 'I-ACQBUS', 'OTHER'], ['and', 'I-ACQBUS', 'OTHER']]"
O,Noblee,und,subsidiary,0,1,0,0,0,0,0,OTHER,"[['und', 'I-ACQUIRED', 'OTHER'], ['Thoerl', 'I-ACQUIRED', 'OTHER']]","[['and', 'I-ACQBUS', 'OTHER'], ['fats', 'I-ACQBUS', 'OTHER']]"
O,und,Thoerl,Noblee,0,0,0,0,0,0,0,OTHER,"[['Thoerl', 'I-ACQUIRED', 'OTHER'], ['GmbH', 'I-ACQUIRED', 'OTHER']]","[['fats', 'I-ACQBUS', 'OTHER'], ['subsidiary', 'O', 'OTHER']]"
O,Thoerl,GmbH,und,0,1,0,0,0,0,0,OTHER,"[['GmbH', 'I-ACQUIRED', 'OTHER'], ['to', 'O', 'OTHER']]","[['subsidiary', 'O', 'OTHER'], ['Noblee', 'B-ACQUIRED', 'OTHER']]"
O,GmbH,to,Thoerl,0,1,0,0,0,0,0,OTHER,"[['to', 'O', 'OTHER'], ['Oelmuehle', 'O', 'OTHER']]","[['Noblee', 'B-ACQUIRED', 'OTHER'], ['und', 'I-ACQUIRED', 'OTHER']]"
O,to,Oelmuehle,GmbH,0,0,0,0,0,0,1,OTHER,"[['Oelmuehle', 'O', 'OTHER'], ['Hamburg', 'B-ACQLOC', 'GPE']]","[['und', 'I-ACQUIRED', 'OTHER'], ['Thoerl', 'I-ACQUIRED', 'OTHER']]"
O,Oelmuehle,Hamburg,to,0,1,0,0,0,0,0,OTHER,"[['Hamburg', 'B-ACQLOC', 'GPE'], ['AG.', 'O', 'OTHER']]","[['Thoerl', 'I-ACQUIRED', 'OTHER'], ['GmbH', 'I-ACQUIRED', 'OTHER']]"
O,Hamburg,AG.,Oelmuehle,0,1,0,0,0,0,0,GPE,"[['AG.', 'O', 'OTHER'], ['A', 'O', 'OTHER']]","[['GmbH', 'I-ACQUIRED', 'OTHER'], ['to', 'O', 'OTHER']]"
O,AG.,A,Hamburg,1,1,0,0,0,0,0,OTHER,"[['A', 'O', 'OTHER'], ['company', 'O', 'OTHER']]","[['to', 'O', 'OTHER'], ['Oelmuehle', 'O', 'OTHER']]"
O,A,company,AG.,0,1,0,0,0,0,0,OTHER,"[['company', 'O', 'OTHER'], ['spokesman', 'O', 'OTHER']]","[['Oelmuehle', 'O', 'OTHER'], ['Hamburg', 'B-ACQLOC', 'GPE']]"
B-SELLER,Honeywell,Inc,.,0,1,0,0,0,1,0,ORG,"[['Inc', 'I-SELLER', 'ORG'], ['said', 'O', 'OTHER']]","[['de', 'O', 'OTHER'], ['Belgique', 'O', 'OTHER']]"
I-SELLER,Inc,said,Honeywell,0,1,0,0,0,0,0,ORG,"[['said', 'O', 'OTHER'], ['it', 'O', 'OTHER']]","[['Belgique', 'O', 'OTHER'], ['.', 'O', 'OTHER']]"
O,said,it,Inc,0,0,0,0,0,0,0,OTHER,"[['it', 'O', 'OTHER'], ['has', 'O', 'OTHER']]","[['.', 'O', 'OTHER'], ['Honeywell', 'B-SELLER', 'ORG']]"
O,it,has,said,0,0,0,0,0,0,0,OTHER,"[['has', 'O', 'OTHER'], ['completed', 'B-STATUS', 'OTHER']]","[['Honeywell', 'B-SELLER', 'ORG'], ['Inc', 'I-SELLER', 'ORG']]"
O,has,completed,it,0,0,0,0,0,0,0,OTHER,"[['completed', 'B-STATUS', 'OTHER'], ['the', 'O', 'OTHER']]","[['Inc', 'I-SELLER', 'ORG'], ['said', 'O', 'OTHER']]"
O,completed,the,has,0,0,0,0,0,0,0,OTHER,"[['the', 'O', 'OTHER'], ['sale', 'O', 'OTHER']]","[['said', 'O', 'OTHER'], ['it', 'O', 'OTHER']]"
O,the,sale,completed,0,0,0,0,0,0,0,OTHER,"[['sale', 'O', 'OTHER'], ['of', 'O', 'OTHER']]","[['it', 'O', 'OTHER'], ['has', 'O', 'OTHER']]"
O,sale,of,the,0,0,0,0,0,0,0,OTHER,"[['of', 'O', 'OTHER'], ['57.5', 'O', 'OTHER']]","[['has', 'O', 'OTHER'], ['completed', 'B-STATUS', 'OTHER']]"
O,of,57.5,sale,0,0,0,0,0,0,1,OTHER,"[['57.5', 'O', 'OTHER'], ['pct', 'O', 'OTHER']]","[['completed', 'B-STATUS', 'OTHER'], ['the', 'O', 'OTHER']]"
O,57.5,pct,of,0,0,1,0,0,0,0,OTHER,"[['pct', 'O', 'OTHER'], ['of', 'O', 'OTHER']]","[['the', 'O', 'OTHER'], ['sale', 'O', 'OTHER']]"
O,pct,of,57.5,0,0,0,0,0,0,0,OTHER,"[['of', 'O', 'OTHER'], ['its', 'O', 'OTHER']]","[['sale', 'O', 'OTHER'], ['of', 'O', 'OTHER']]"
O,of,its,pct,0,0,0,0,0,0,1,OTHER,"[['its', 'O', 'OTHER'], ['Honeywell', 'B-ACQUIRED', 'ORG']]","[['of', 'O', 'OTHER'], ['57.5', 'O', 'OTHER']]"
O,its,Honeywell,of,0,0,0,0,0,0,0,OTHER,"[['Honeywell', 'B-ACQUIRED', 'ORG'], ['Information', 'I-ACQUIRED', 'ORG']]","[['57.5', 'O', 'OTHER'], ['pct', 'O', 'OTHER']]"
O,Honeywell,Information,its,0,1,0,0,0,0,0,ORG,"[['Information', 'I-ACQUIRED', 'ORG'], ['Systems', 'I-ACQUIRED', 'ORG']]","[['pct', 'O', 'OTHER'], ['of', 'O', 'OTHER']]"
O,Information,Systems,Honeywell,0,1,0,0,0,0,0,ORG,"[['Systems', 'I-ACQUIRED', 'ORG'], ['computer', 'B-ACQBUS', 'OTHER']]","[['of', 'O', 'OTHER'], ['its', 'O', 'OTHER']]"
O,Systems,computer,Information,0,1,0,0,0,0,0,ORG,"[['computer', 'B-ACQBUS', 'OTHER'], ['business', 'O', 'OTHER']]","[['its', 'O', 'OTHER'], ['Honeywell', 'B-ACQUIRED', 'ORG']]"
O,computer,business,Systems,0,0,0,0,0,0,0,OTHER,"[['business', 'O', 'OTHER'], ['to', 'O', 'OTHER']]","[['Honeywell', 'B-ACQUIRED', 'ORG'], ['Information', 'I-ACQUIRED', 'ORG']]"
O,business,to,computer,0,0,0,0,0,0,0,OTHER,"[['to', 'O', 'OTHER'], ['Compagnie', 'B-PURCHASER', 'ORG']]","[['Information', 'I-ACQUIRED', 'ORG'], ['Systems', 'I-ACQUIRED', 'ORG']]"
O,to,Compagnie,business,0,0,0,0,0,0,1,OTHER,"[['Compagnie', 'B-PURCHASER', 'ORG'], ['des', 'I-PURCHASER', 'ORG']]","[['Systems', 'I-ACQUIRED', 'ORG'], ['computer', 'B-ACQBUS', 'OTHER']]"
O,Compagnie,des,to,0,1,0,0,0,0,0,ORG,"[['des', 'I-PURCHASER', 'ORG'], ['Machines', 'I-PURCHASER', 'ORG']]","[['computer', 'B-ACQBUS', 'OTHER'], ['business', 'O', 'OTHER']]"
O,des,Machines,Compagnie,0,0,0,0,0,0,0,ORG,"[['Machines', 'I-PURCHASER', 'ORG'], ['Bull', 'I-PURCHASER', 'ORG']]","[['business', 'O', 'OTHER'], ['to', 'O', 'OTHER']]"
O,Machines,Bull,des,0,1,0,0,0,0,0,ORG,"[['Bull', 'I-PURCHASER', 'ORG'], ['of', 'O', 'OTHER']]","[['to', 'O', 'OTHER'], ['Compagnie', 'B-PURCHASER', 'ORG']]"
B-SELLER,Honeywell,Inc,by,0,1,0,0,0,1,0,ORG,"[['Inc', 'I-SELLER', 'ORG'], [',', 'O', 'OTHER']]","[['pct', 'O', 'OTHER'], ['owned', 'O', 'OTHER']]"
I-SELLER,Inc,",",Honeywell,0,1,0,0,0,0,0,ORG,"[[',', 'O', 'OTHER'], ['42.5', 'O', 'OTHER']]","[['owned', 'O', 'OTHER'], ['by', 'O', 'OTHER']]"
O,",",42.5,Inc,0,0,0,0,0,0,0,OTHER,"[['42.5', 'O', 'OTHER'], ['pct', 'O', 'OTHER']]","[['by', 'O', 'OTHER'], ['Honeywell', 'B-SELLER', 'ORG']]"
O,42.5,pct,",",0,0,1,0,0,0,0,OTHER,"[['pct', 'O', 'OTHER'], ['by', 'O', 'OTHER']]","[['Honeywell', 'B-SELLER', 'ORG'], ['Inc', 'I-SELLER', 'ORG']]"
O,pct,by,42.5,0,0,0,0,0,0,0,OTHER,"[['by', 'O', 'OTHER'], ['Bull', 'O', 'OTHER']]","[['Inc', 'I-SELLER', 'ORG'], [',', 'O', 'OTHER']]"
O,by,Bull,pct,0,0,0,0,0,0,1,OTHER,"[['Bull', 'O', 'OTHER'], ['and', 'O', 'OTHER']]","[[',', 'O', 'OTHER'], ['42.5', 'O', 'OTHER']]"
O,Bull,and,by,0,1,0,0,0,0,0,OTHER,"[['and', 'O', 'OTHER'], ['15', 'O', 'OTHER']]","[['42.5', 'O', 'OTHER'], ['pct', 'O', 'OTHER']]"
O,and,15,Bull,0,0,0,0,0,0,0,OTHER,"[['15', 'O', 'OTHER'], ['pct', 'O', 'OTHER']]","[['pct', 'O', 'OTHER'], ['by', 'O', 'OTHER']]"
O,15,pct,and,0,0,1,0,0,0,0,OTHER,"[['pct', 'O', 'OTHER'], ['by', 'O', 'OTHER']]","[['by', 'O', 'OTHER'], ['Bull', 'O', 'OTHER']]"
O,pct,by,15,0,0,0,0,0,0,0,OTHER,"[['by', 'O', 'OTHER'], ['NEC,', 'O', 'OTHER']]","[['Bull', 'O', 'OTHER'], ['and', 'O', 'OTHER']]"
O,by,"NEC,",pct,0,0,0,0,0,0,1,OTHER,"[['NEC,', 'O', 'OTHER'], ['the', 'O', 'OTHER']]","[['and', 'O', 'OTHER'], ['15', 'O', 'OTHER']]"
O,"NEC,",the,by,0,1,0,0,0,0,0,OTHER,"[['the', 'O', 'OTHER'], ['new', 'O', 'OTHER']]","[['15', 'O', 'OTHER'], ['pct', 'O', 'OTHER']]"
O,the,new,"NEC,",0,0,0,0,0,0,0,OTHER,"[['new', 'O', 'OTHER'], ['company', 'O', 'OTHER']]","[['pct', 'O', 'OTHER'], ['by', 'O', 'OTHER']]"
